Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Performance_Index,Risk_Level,Trend,Key_Insight,Recommendation
S2458,11,2.4,95,70.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2459,11,1.0,99,63.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2460,11,5.2,93,89.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2461,9,4.2,74,82.67,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2462,11,4.0,64,86.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2463,10,4.2,71,90.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2464,9,0.8,56,41.87,High Risk,Stable,Poor study discipline is the primary cause of high academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2465,12,4.7,65,82.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2466,10,5.0,63,81.8,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2467,9,5.3,63,78.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2468,12,5.6,94,83.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2469,11,2.5,98,77.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2470,9,5.1,66,83.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2471,10,2.3,93,64.0,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2472,12,2.9,56,62.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2473,11,1.9,50,53.13,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2474,12,4.2,84,80.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2475,11,4.2,67,78.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2476,10,3.6,72,76.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2477,12,0.5,50,36.6,High Risk,Stable,Poor study discipline is the primary cause of high academic risk and possible distraction from internet use and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S2478,9,2.6,100,76.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2479,12,1.8,66,62.0,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2480,10,5.4,86,78.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2481,11,3.0,66,76.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2482,10,0.5,77,49.07,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2483,11,2.0,59,52.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S2484,12,2.0,92,73.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2485,9,1.7,68,56.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2486,12,3.1,87,76.27,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2487,10,2.3,55,61.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2488,10,1.4,54,50.27,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2489,9,0.9,65,51.47,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2490,9,4.6,96,89.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2491,11,4.0,61,80.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2492,9,6.0,90,90.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2493,12,4.8,56,73.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2494,10,2.8,99,81.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2495,12,2.3,77,69.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2496,11,4.2,50,82.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2497,9,4.1,66,76.13,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2498,11,5.8,53,81.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2499,10,5.6,92,92.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2500,11,5.1,94,85.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2501,9,0.9,62,43.53,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2502,9,4.9,50,67.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2503,11,4.9,67,87.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2504,9,2.9,59,70.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2505,11,0.6,76,53.6,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2506,11,1.6,52,50.67,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2507,11,2.3,56,59.0,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2508,10,1.8,85,67.27,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2509,9,3.1,58,75.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2510,9,0.9,81,50.8,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2511,9,4.1,70,76.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2512,9,5.7,61,76.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2513,11,4.5,94,79.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2514,9,3.3,53,64.0,Medium Risk,Declining,Academic weakness is the primary cause of academic risk reinforced by declining performance trend.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2515,10,6.0,92,89.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2516,12,5.3,98,91.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2517,10,3.3,85,72.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2518,10,1.2,59,54.33,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2519,9,3.9,88,84.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2520,11,3.9,94,84.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2521,9,4.1,86,79.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2522,11,3.8,62,82.27,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2523,11,2.9,76,68.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2524,12,5.8,79,87.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
