Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Study_Discipline_Score,Attendance_Score,Academic_Score,Performance_Index,Risk_Level,Difference,Trend
S3010,10,4.8,50,No,Yes,75,69,72,60,100.0,50,72.0,78.8,Low Risk,18.8,Improving
S3011,9,2.1,61,Yes,Yes,77,67,57,95,52.5,61,67.0,60.0,Medium Risk,-35.0,Declining
S3012,12,3.0,57,No,No,94,99,52,65,75.0,57,81.67,74.07,Low Risk,9.07,Improving
S3013,11,4.3,53,No,Yes,71,62,40,57,100.0,53,57.67,73.67,Low Risk,16.67,Improving
S3014,10,1.9,65,No,Yes,42,74,62,72,47.5,65,59.33,55.73,Medium Risk,-16.27,Declining
S3015,12,3.4,72,Yes,No,42,72,38,53,85.0,72,50.67,68.67,Low Risk,15.67,Improving
S3016,11,5.5,78,No,No,69,55,35,95,100.0,78,53.0,76.8,Low Risk,-18.2,Declining
S3017,10,5.6,93,Yes,No,96,67,91,84,100.0,93,84.67,92.47,Low Risk,8.47,Improving
S3018,9,3.3,96,Yes,No,71,53,70,85,82.5,96,64.67,78.07,Low Risk,-6.93,Declining
S3019,11,2.2,71,Yes,No,75,80,62,83,55.00000000000001,71,72.33,65.13,Low Risk,-17.87,Declining
S3020,10,5.6,61,No,No,83,51,88,76,100.0,61,74.0,81.8,Low Risk,5.8,Improving
S3021,11,4.3,64,No,Yes,70,51,100,87,100.0,64,73.67,82.27,Low Risk,-4.73,Stable
S3022,10,4.5,71,Yes,No,57,57,99,44,100.0,71,71.0,82.6,Low Risk,38.6,Improving
S3023,12,3.0,74,No,Yes,100,35,95,71,75.0,74,76.67,75.47,Low Risk,4.47,Stable
S3024,10,5.0,94,No,No,46,38,75,54,100.0,94,53.0,80.0,Low Risk,26.0,Improving
S3025,12,4.3,61,No,No,46,59,84,69,100.0,61,63.0,77.4,Low Risk,8.4,Improving
S3026,10,1.9,80,No,Yes,54,77,82,60,47.5,80,71.0,63.4,Medium Risk,3.4,Stable
S3027,12,3.7,67,Yes,Yes,79,65,71,47,92.5,67,71.67,79.07,Low Risk,32.07,Improving
S3028,9,0.9,91,Yes,Yes,80,89,69,61,22.5,91,79.33,58.93,Medium Risk,-2.07,Stable
S3029,10,4.0,83,Yes,Yes,98,57,49,73,100.0,83,68.0,83.8,Low Risk,10.8,Improving
S3030,11,4.2,76,No,No,50,48,81,72,100.0,76,59.67,79.07,Low Risk,7.07,Improving
S3031,10,1.0,67,Yes,Yes,72,86,97,86,25.0,67,85.0,57.4,Medium Risk,-28.6,Declining
S3032,11,5.2,81,No,No,51,37,100,87,100.0,81,62.67,81.27,Low Risk,-5.73,Declining
S3033,12,1.6,53,Yes,Yes,66,43,63,85,40.0,53,57.33,49.53,Medium Risk,-35.47,Declining
S3034,10,2.5,74,Yes,Yes,45,48,56,88,62.5,74,49.67,59.67,Medium Risk,-28.33,Declining
S3035,12,4.0,71,No,No,87,83,79,74,100.0,71,83.0,87.4,Low Risk,13.4,Improving
S3036,10,2.7,81,No,Yes,47,84,93,69,67.5,81,74.67,73.07,Low Risk,4.07,Stable
S3037,9,1.7,70,No,Yes,78,87,88,70,42.5,70,84.33,64.73,Medium Risk,-5.27,Declining
S3038,12,3.4,76,Yes,No,77,39,69,95,85.0,76,61.67,73.87,Low Risk,-21.13,Declining
S3039,10,3.1,76,No,No,77,36,65,79,77.5,76,59.33,69.93,Low Risk,-9.07,Declining
S3040,11,1.4,98,Yes,Yes,47,79,52,84,35.0,98,59.33,57.33,Medium Risk,-26.67,Declining
S3041,11,5.2,84,No,No,39,49,61,53,100.0,84,49.67,76.67,Low Risk,23.67,Improving
S3042,10,1.3,100,Yes,Yes,84,37,71,72,32.5,100,64.0,58.6,Medium Risk,-13.4,Declining
S3043,10,5.4,81,No,No,55,58,71,55,100.0,81,61.33,80.73,Low Risk,25.73,Improving
S3044,11,4.7,71,No,Yes,43,44,54,61,100.0,71,47.0,73.0,Low Risk,12.0,Improving
S3045,10,0.7,71,Yes,No,72,74,78,85,17.5,71,74.67,51.07,Medium Risk,-33.93,Declining
S3046,12,1.3,78,No,Yes,92,77,97,69,32.5,78,88.67,64.07,Medium Risk,-4.93,Stable
S3047,9,1.9,52,No,Yes,91,42,89,82,47.5,52,74.0,59.0,Medium Risk,-23.0,Declining
S3048,11,4.3,78,No,Yes,51,56,58,52,100.0,78,55.0,77.6,Low Risk,25.6,Improving
S3049,10,2.3,56,No,Yes,75,41,47,87,57.49999999999999,56,54.33,55.93,Medium Risk,-31.07,Declining
S3050,11,2.0,96,No,No,84,61,62,77,50.0,96,69.0,66.8,Low Risk,-10.2,Declining
S3051,9,4.5,51,No,Yes,97,79,52,77,100.0,51,76.0,80.6,Low Risk,3.6,Stable
S3052,10,1.6,57,Yes,Yes,71,50,88,74,40.0,57,69.67,55.27,Medium Risk,-18.73,Declining
S3053,9,5.8,67,Yes,Yes,54,79,64,93,100.0,67,65.67,79.67,Low Risk,-13.33,Declining
S3054,9,2.2,82,No,Yes,82,68,79,50,55.00000000000001,82,76.33,68.93,Low Risk,18.93,Improving
S3055,10,1.7,50,No,Yes,82,98,86,47,42.5,50,88.67,62.47,Medium Risk,15.47,Improving
S3056,9,6.0,50,Yes,No,43,62,49,80,100.0,50,51.33,70.53,Low Risk,-9.47,Declining
S3057,11,3.6,66,Yes,Yes,41,96,42,57,90.0,66,59.67,73.07,Low Risk,16.07,Improving
S3058,12,5.9,57,Yes,No,54,42,70,78,100.0,57,55.33,73.53,Low Risk,-4.47,Stable
S3059,10,5.0,90,No,No,83,39,81,40,100.0,90,67.67,85.07,Low Risk,45.07,Improving
S3060,10,0.7,77,No,Yes,92,82,54,93,17.5,77,76.0,52.8,Medium Risk,-40.2,Declining
S3061,9,5.1,82,Yes,Yes,75,90,84,86,100.0,82,83.0,89.6,Low Risk,3.6,Stable
S3062,9,0.9,77,No,Yes,43,53,97,72,22.5,77,64.33,50.13,Medium Risk,-21.87,Declining
S3063,12,1.6,63,Yes,No,47,91,85,82,40.0,63,74.33,58.33,Medium Risk,-23.67,Declining
S3064,10,3.3,60,No,No,92,49,68,80,82.5,60,69.67,72.87,Low Risk,-7.13,Declining
S3065,11,0.7,55,No,Yes,89,86,56,89,17.5,55,77.0,48.8,Medium Risk,-40.2,Declining
S3066,12,5.7,61,No,Yes,91,58,66,90,100.0,61,71.67,80.87,Low Risk,-9.13,Declining
S3067,12,1.0,77,No,No,60,36,83,71,25.0,77,59.67,49.27,Medium Risk,-21.73,Declining
S3068,11,5.5,78,Yes,Yes,38,98,71,80,100.0,78,69.0,83.2,Low Risk,3.2,Stable
S3069,11,2.3,79,No,No,39,64,46,50,57.49999999999999,79,49.67,58.67,Medium Risk,8.67,Improving
S3070,10,2.1,81,No,No,74,86,39,54,52.5,81,66.33,63.73,Medium Risk,9.73,Improving
S3071,11,1.5,64,Yes,Yes,76,48,50,58,37.5,64,58.0,51.0,Medium Risk,-7.0,Declining
S3072,12,1.6,56,No,No,53,89,68,45,40.0,56,70.0,55.2,Medium Risk,10.2,Improving
S3073,12,2.7,53,Yes,No,55,86,62,74,67.5,53,67.67,64.67,Medium Risk,-9.33,Declining
S3074,10,1.4,64,No,No,70,42,69,40,35.0,64,60.33,50.93,Medium Risk,10.93,Improving
S3075,12,1.4,97,No,No,74,72,60,40,35.0,97,68.67,60.87,Medium Risk,20.87,Improving
S3076,12,5.7,83,No,No,70,74,50,88,100.0,83,64.67,82.47,Low Risk,-5.53,Declining
S3077,12,5.2,87,Yes,No,45,69,89,52,100.0,87,67.67,84.47,Low Risk,32.47,Improving
S3078,11,1.6,81,Yes,No,55,50,55,47,40.0,81,53.33,53.53,Medium Risk,6.53,Improving
S3079,9,1.3,89,Yes,No,70,78,99,79,32.5,89,82.33,63.73,Medium Risk,-15.27,Declining
S3080,12,5.7,90,Yes,Yes,71,43,89,92,100.0,90,67.67,85.07,Low Risk,-6.93,Declining
S3081,10,2.4,80,No,Yes,56,41,94,84,60.0,80,63.67,65.47,Low Risk,-18.53,Declining
S3082,9,5.4,59,No,No,77,100,80,75,100.0,59,85.67,86.07,Low Risk,11.07,Improving
S3083,10,5.2,65,No,Yes,99,37,98,58,100.0,65,78.0,84.2,Low Risk,26.2,Improving
S3084,9,2.2,82,No,No,62,68,43,87,55.00000000000001,82,57.67,61.47,Medium Risk,-25.53,Declining
S3085,10,2.4,56,Yes,Yes,58,37,36,56,60.0,56,43.67,52.67,Medium Risk,-3.33,Stable
S3086,12,4.4,85,No,No,44,55,65,68,100.0,85,54.67,78.87,Low Risk,10.87,Improving
S3087,9,1.7,60,Yes,No,56,70,93,45,42.5,60,73.0,58.2,Medium Risk,13.2,Improving
S3088,11,1.3,94,No,No,42,65,91,75,32.5,94,66.0,58.2,Medium Risk,-16.8,Declining
S3089,12,2.3,82,No,Yes,39,99,79,88,57.49999999999999,82,72.33,68.33,Low Risk,-19.67,Declining
S3090,12,4.1,76,No,Yes,80,47,74,93,100.0,76,67.0,82.0,Low Risk,-11.0,Declining
S3091,9,5.1,82,No,No,44,36,35,91,100.0,82,38.33,71.73,Low Risk,-19.27,Declining
S3092,9,2.4,60,No,No,72,90,100,69,60.0,60,87.33,70.93,Low Risk,1.93,Stable
S3093,11,2.2,80,No,No,77,93,44,74,55.00000000000001,80,71.33,66.53,Low Risk,-7.47,Declining
S3094,10,0.6,88,No,Yes,97,73,63,74,15.0,88,77.67,54.67,Medium Risk,-19.33,Declining
S3095,11,3.3,62,No,No,99,51,90,44,82.5,62,80.0,77.4,Low Risk,33.4,Improving
S3096,9,3.8,73,Yes,Yes,100,86,42,48,95.0,73,76.0,83.0,Low Risk,35.0,Improving
S3097,11,1.6,72,Yes,Yes,51,62,71,54,40.0,72,61.33,54.93,Medium Risk,0.93,Stable
S3098,9,6.0,62,No,Yes,74,71,59,74,100.0,62,68.0,79.6,Low Risk,5.6,Improving
S3099,9,3.6,57,No,Yes,98,59,43,77,90.0,57,66.67,74.07,Low Risk,-2.93,Stable
S3100,9,3.7,90,Yes,Yes,89,65,35,88,92.5,90,63.0,80.2,Low Risk,-7.8,Declining
S3101,12,3.5,90,Yes,Yes,68,67,55,69,87.5,90,63.33,78.33,Low Risk,9.33,Improving
S3102,11,1.0,97,No,Yes,36,62,40,70,25.0,97,46.0,47.8,Medium Risk,-22.2,Declining
S3103,9,1.2,69,Yes,No,44,50,85,44,30.0,69,59.67,49.67,Medium Risk,5.67,Improving
S3104,11,2.1,92,No,No,69,96,77,66,52.5,92,80.67,71.67,Low Risk,5.67,Improving
S3105,10,0.5,66,Yes,No,68,62,44,74,12.5,66,58.0,41.4,High Risk,-32.6,Declining
S3106,10,4.6,67,Yes,Yes,66,96,91,44,100.0,67,84.33,87.13,Low Risk,43.13,Improving
S3107,12,3.4,86,Yes,Yes,66,62,71,79,85.0,86,66.33,77.73,Low Risk,-1.27,Stable
S3108,12,3.7,98,No,No,74,90,55,82,92.5,98,73.0,85.8,Low Risk,3.8,Stable
S3109,12,1.0,69,No,Yes,65,99,54,89,25.0,69,72.67,52.87,Medium Risk,-36.13,Declining
S3110,9,2.3,94,No,Yes,38,41,49,40,57.49999999999999,94,42.67,58.87,Medium Risk,18.87,Improving
S3111,12,1.0,76,No,Yes,35,80,61,89,25.0,76,58.67,48.67,Medium Risk,-40.33,Declining
S3112,9,1.0,58,No,No,64,78,49,79,25.0,58,63.67,47.07,Medium Risk,-31.93,Declining
S3113,11,5.7,95,No,Yes,100,63,74,67,100.0,95,79.0,90.6,Low Risk,23.6,Improving
S3114,12,2.2,71,No,Yes,93,59,46,55,55.00000000000001,71,66.0,62.6,Medium Risk,7.6,Improving
S3115,9,2.6,52,Yes,Yes,50,51,75,66,65.0,52,58.67,59.87,Medium Risk,-6.13,Declining
S3116,9,1.9,61,Yes,Yes,65,69,38,70,47.5,61,57.33,54.13,Medium Risk,-15.87,Declining
S3117,11,5.1,98,No,No,71,41,48,44,100.0,98,53.33,80.93,Low Risk,36.93,Improving
S3118,11,1.2,66,Yes,No,36,66,73,94,30.0,66,58.33,48.53,Medium Risk,-45.47,Declining
S3119,9,4.3,68,Yes,No,75,78,74,66,100.0,68,75.67,83.87,Low Risk,17.87,Improving
S3120,11,2.1,85,No,No,39,97,48,92,52.5,85,61.33,62.53,Medium Risk,-29.47,Declining
S3121,11,3.0,69,No,Yes,80,35,55,58,75.0,69,56.67,66.47,Low Risk,8.47,Improving
S3122,10,4.2,68,Yes,No,48,86,64,77,100.0,68,66.0,80.0,Low Risk,3.0,Stable
S3123,10,5.0,75,Yes,No,54,55,96,49,100.0,75,68.33,82.33,Low Risk,33.33,Improving
S3124,12,2.6,84,No,Yes,51,63,69,89,65.0,84,61.0,67.2,Low Risk,-21.8,Declining
S3125,11,3.2,60,Yes,No,48,83,46,73,80.0,60,59.0,67.6,Low Risk,-5.4,Declining
S3126,11,5.0,72,No,No,36,80,83,63,100.0,72,66.33,80.93,Low Risk,17.93,Improving
S3127,11,4.6,83,No,Yes,90,37,76,84,100.0,83,67.67,83.67,Low Risk,-0.33,Stable
S3128,9,3.0,57,No,No,36,68,69,75,75.0,57,57.67,64.47,Medium Risk,-10.53,Declining
S3129,12,5.0,84,Yes,Yes,58,66,93,43,100.0,84,72.33,85.73,Low Risk,42.73,Improving
S3130,12,1.0,98,No,Yes,38,73,91,69,25.0,98,67.33,56.53,Medium Risk,-12.47,Declining
S3131,9,3.1,69,No,No,66,71,81,64,77.5,69,72.67,73.87,Low Risk,9.87,Improving
S3132,9,3.3,69,Yes,Yes,70,64,69,41,82.5,69,67.67,73.87,Low Risk,32.87,Improving
S3133,9,4.4,86,No,No,99,70,84,58,100.0,86,84.33,90.93,Low Risk,32.93,Improving
S3134,10,4.5,87,No,No,99,78,98,82,100.0,87,91.67,94.07,Low Risk,12.07,Improving
S3135,12,5.9,97,No,No,68,99,83,61,100.0,97,83.33,92.73,Low Risk,31.73,Improving
S3136,10,0.8,86,No,No,80,69,44,41,20.0,86,64.33,50.93,Medium Risk,9.93,Improving
S3137,9,5.5,75,No,No,83,60,73,49,100.0,75,72.0,83.8,Low Risk,34.8,Improving
S3138,11,4.8,93,Yes,No,96,65,58,58,100.0,93,73.0,87.8,Low Risk,29.8,Improving
S3139,11,5.6,86,No,No,65,87,79,68,100.0,86,77.0,88.0,Low Risk,20.0,Improving
S3140,9,5.8,98,Yes,Yes,46,64,37,83,100.0,98,49.0,79.2,Low Risk,-3.8,Stable
S3141,10,2.9,100,Yes,Yes,69,61,53,91,72.5,100,61.0,73.4,Low Risk,-17.6,Declining
S3142,9,2.9,50,No,Yes,55,87,59,53,72.5,50,67.0,65.8,Low Risk,12.8,Improving
S3143,9,2.6,95,Yes,No,76,95,62,70,65.0,95,77.67,76.07,Low Risk,6.07,Improving
S3144,11,3.4,95,Yes,Yes,90,75,60,81,85.0,95,75.0,83.0,Low Risk,2.0,Stable
S3145,10,3.2,54,No,No,81,39,95,50,80.0,54,71.67,71.47,Low Risk,21.47,Improving
S3146,11,2.9,54,No,No,38,57,53,55,72.5,54,49.33,59.53,Medium Risk,4.53,Stable
S3147,12,2.8,68,Yes,No,64,76,57,89,70.0,68,65.67,67.87,Low Risk,-21.13,Declining
S3148,9,0.7,86,No,Yes,73,62,39,43,17.5,86,58.0,47.4,Medium Risk,4.4,Stable
S3149,12,4.2,69,Yes,No,54,43,62,51,100.0,69,53.0,75.0,Low Risk,24.0,Improving
S3150,12,5.2,89,No,Yes,37,51,85,51,100.0,89,57.67,80.87,Low Risk,29.87,Improving
S3151,9,0.8,100,No,Yes,45,66,46,66,20.0,100,52.33,48.93,Medium Risk,-17.07,Declining
S3152,12,0.9,74,Yes,No,78,58,39,86,22.5,74,58.33,47.13,Medium Risk,-38.87,Declining
S3153,10,2.5,88,No,Yes,41,90,80,75,62.5,88,70.33,70.73,Low Risk,-4.27,Stable
S3154,9,5.7,77,No,Yes,64,54,36,48,100.0,77,51.33,75.93,Low Risk,27.93,Improving
S3155,9,2.9,55,No,No,41,65,80,76,72.5,55,62.0,64.8,Medium Risk,-11.2,Declining
S3156,9,5.5,60,No,No,39,89,89,56,100.0,60,72.33,80.93,Low Risk,24.93,Improving
S3157,10,2.6,72,No,Yes,48,62,59,79,65.0,72,56.33,62.93,Medium Risk,-16.07,Declining
S3158,10,4.0,72,No,Yes,74,49,58,43,100.0,72,60.33,78.53,Low Risk,35.53,Improving
S3159,12,1.4,87,No,Yes,35,71,67,52,35.0,87,57.67,54.47,Medium Risk,2.47,Stable
S3160,11,5.7,72,Yes,No,51,35,48,58,100.0,72,44.67,72.27,Low Risk,14.27,Improving
S3161,12,3.5,98,No,Yes,54,92,72,48,87.5,98,72.67,83.67,Low Risk,35.67,Improving
S3162,10,5.7,96,No,No,77,97,46,41,100.0,96,73.33,88.53,Low Risk,47.53,Improving
S3163,10,0.9,98,No,Yes,84,55,48,95,22.5,98,62.33,53.53,Medium Risk,-41.47,Declining
S3164,10,3.1,95,Yes,No,51,55,68,77,77.5,95,58.0,73.2,Low Risk,-3.8,Stable
S3165,9,1.5,91,Yes,Yes,84,92,45,63,37.5,91,73.67,62.67,Medium Risk,-0.33,Stable
S3166,10,3.0,81,No,Yes,98,69,83,58,75.0,81,83.33,79.53,Low Risk,21.53,Improving
S3167,10,5.5,89,Yes,Yes,55,55,93,41,100.0,89,67.67,84.87,Low Risk,43.87,Improving
S3168,9,4.7,100,Yes,No,97,87,39,40,100.0,100,74.33,89.73,Low Risk,49.73,Improving
S3169,10,5.1,99,Yes,No,57,40,69,92,100.0,99,55.33,81.93,Low Risk,-10.07,Declining
S3170,9,3.8,86,No,Yes,35,59,50,74,95.0,86,48.0,74.4,Low Risk,0.4,Stable
S3171,10,2.0,91,Yes,Yes,91,59,92,87,50.0,91,80.67,70.47,Low Risk,-16.53,Declining
S3172,10,5.6,96,Yes,No,75,86,59,81,100.0,96,73.33,88.53,Low Risk,7.53,Improving
S3173,12,2.9,72,Yes,No,80,41,59,41,72.5,72,60.0,67.4,Low Risk,26.4,Improving
S3174,9,3.3,78,Yes,No,56,47,70,85,82.5,78,57.67,71.67,Low Risk,-13.33,Declining
S3175,11,1.9,64,Yes,Yes,50,54,82,69,47.5,64,62.0,56.6,Medium Risk,-12.4,Declining
S3176,9,2.4,50,No,Yes,57,65,99,62,60.0,50,73.67,63.47,Medium Risk,1.47,Stable
S3177,12,2.3,53,No,Yes,45,67,49,61,57.49999999999999,53,53.67,55.07,Medium Risk,-5.93,Declining
S3178,12,1.2,70,No,No,41,81,79,52,30.0,70,67.0,52.8,Medium Risk,0.8,Stable
S3179,9,3.4,80,No,Yes,43,58,83,45,85.0,80,61.33,74.53,Low Risk,29.53,Improving
S3180,11,2.8,90,Yes,No,52,100,97,71,70.0,90,83.0,79.2,Low Risk,8.2,Improving
S3181,12,3.3,89,Yes,No,66,52,88,81,82.5,89,68.67,78.27,Low Risk,-2.73,Stable
S3182,12,0.9,71,Yes,Yes,75,40,36,45,22.5,71,50.33,43.33,High Risk,-1.67,Stable
S3183,9,1.1,78,Yes,Yes,49,77,67,52,27.500000000000004,78,64.33,52.33,Medium Risk,0.33,Stable
S3184,11,4.0,73,No,Yes,59,46,94,44,100.0,73,66.33,81.13,Low Risk,37.13,Improving
S3185,9,2.6,88,No,Yes,72,70,38,45,65.0,88,60.0,67.6,Low Risk,22.6,Improving
S3186,12,5.2,72,Yes,No,79,89,92,71,100.0,72,86.67,89.07,Low Risk,18.07,Improving
S3187,10,5.8,72,No,Yes,95,82,64,70,100.0,72,80.33,86.53,Low Risk,16.53,Improving
S3188,12,5.4,92,No,No,58,86,41,84,100.0,92,61.67,83.07,Low Risk,-0.93,Stable
S3189,12,4.7,59,Yes,No,72,91,78,90,100.0,59,80.33,83.93,Low Risk,-6.07,Declining
S3190,9,2.1,58,No,No,77,65,79,72,52.5,58,73.67,62.07,Medium Risk,-9.93,Declining
S3191,9,5.0,91,No,Yes,40,37,36,41,100.0,91,37.67,73.27,Low Risk,32.27,Improving
S3192,10,2.4,53,No,Yes,73,77,68,77,60.0,53,72.67,63.67,Medium Risk,-13.33,Declining
S3193,10,5.3,82,No,Yes,85,50,99,57,100.0,82,78.0,87.6,Low Risk,30.6,Improving
S3194,9,0.5,83,Yes,No,47,57,89,80,12.5,83,64.33,47.33,Medium Risk,-32.67,Declining
S3195,12,3.8,88,No,No,51,95,57,92,95.0,88,67.67,82.67,Low Risk,-9.33,Declining
S3196,11,3.6,61,Yes,Yes,53,70,82,82,90.0,61,68.33,75.53,Low Risk,-6.47,Declining
S3197,11,4.0,64,No,Yes,63,38,99,81,100.0,64,66.67,79.47,Low Risk,-1.53,Stable
S3198,10,5.6,90,No,Yes,60,80,100,66,100.0,90,80.0,90.0,Low Risk,24.0,Improving
S3199,12,4.5,56,No,No,90,48,44,88,100.0,56,60.67,75.47,Low Risk,-12.53,Declining
S3200,11,3.9,64,No,Yes,61,73,95,54,97.5,64,76.33,82.33,Low Risk,28.33,Improving
S3201,9,5.9,92,Yes,No,99,53,58,65,100.0,92,70.0,86.4,Low Risk,21.4,Improving
S3202,12,3.8,97,Yes,No,59,70,96,62,95.0,97,75.0,87.4,Low Risk,25.4,Improving
S3203,12,1.5,97,No,Yes,35,52,97,49,37.5,97,61.33,58.93,Medium Risk,9.93,Improving
S3204,11,3.7,90,No,Yes,96,49,87,89,92.5,90,77.33,85.93,Low Risk,-3.07,Stable
S3205,9,3.2,93,Yes,No,82,40,72,46,80.0,93,64.67,76.47,Low Risk,30.47,Improving
S3206,12,3.3,79,No,No,45,68,41,62,82.5,79,51.33,69.33,Low Risk,7.33,Improving
S3207,12,3.8,66,No,Yes,47,44,92,81,95.0,66,61.0,75.6,Low Risk,-5.4,Declining
S3208,12,5.5,70,No,No,80,84,71,59,100.0,70,78.33,85.33,Low Risk,26.33,Improving
S3209,11,4.0,59,No,Yes,40,82,43,90,100.0,59,55.0,73.8,Low Risk,-16.2,Declining
S3210,11,5.5,93,No,No,36,77,66,56,100.0,93,59.67,82.47,Low Risk,26.47,Improving
S3211,12,2.3,71,No,No,80,74,76,85,57.49999999999999,71,76.67,67.87,Low Risk,-17.13,Declining
S3212,11,4.5,76,Yes,Yes,54,40,78,66,100.0,76,57.33,78.13,Low Risk,12.13,Improving
S3213,11,4.6,76,Yes,No,43,56,48,80,100.0,76,49.0,74.8,Low Risk,-5.2,Declining
S3214,10,1.7,66,No,No,57,82,50,76,42.5,66,63.0,55.4,Medium Risk,-20.6,Declining
S3215,10,5.5,77,No,Yes,47,92,40,54,100.0,77,59.67,79.27,Low Risk,25.27,Improving
S3216,9,0.8,87,No,Yes,84,97,45,52,20.0,87,75.33,55.53,Medium Risk,3.53,Stable
S3217,9,4.2,75,Yes,No,92,67,73,91,100.0,75,77.33,85.93,Low Risk,-5.07,Declining
S3218,11,3.0,78,No,Yes,87,76,75,50,75.0,78,79.33,77.33,Low Risk,27.33,Improving
S3219,11,2.4,59,No,No,68,42,70,87,60.0,59,60.0,59.8,Medium Risk,-27.2,Declining
S3220,9,1.1,92,No,No,42,40,56,86,27.500000000000004,92,46.0,47.8,Medium Risk,-38.2,Declining
S3221,12,5.7,98,Yes,No,45,97,99,51,100.0,98,80.33,91.73,Low Risk,40.73,Improving
S3222,12,4.5,91,No,Yes,76,87,43,56,100.0,91,68.67,85.67,Low Risk,29.67,Improving
S3223,9,2.8,60,No,Yes,84,86,72,53,70.0,60,80.67,72.27,Low Risk,19.27,Improving
S3224,11,2.2,52,Yes,No,60,70,41,73,55.00000000000001,52,57.0,55.2,Medium Risk,-17.8,Declining
S3225,10,2.7,76,Yes,No,53,74,59,57,67.5,76,62.0,67.0,Low Risk,10.0,Improving
S3226,11,1.7,88,No,No,53,90,79,61,42.5,88,74.0,64.2,Medium Risk,3.2,Stable
S3227,10,2.2,79,Yes,Yes,96,72,66,52,55.00000000000001,79,78.0,69.0,Low Risk,17.0,Improving
S3228,10,3.1,54,No,No,74,64,91,56,77.5,54,76.33,72.33,Low Risk,16.33,Improving
S3229,9,1.8,85,No,Yes,35,89,53,91,45.0,85,59.0,58.6,Medium Risk,-32.4,Declining
S3230,11,4.2,98,No,No,40,79,61,78,100.0,98,60.0,83.6,Low Risk,5.6,Improving
S3231,12,2.5,96,Yes,Yes,90,47,59,58,62.5,96,65.33,70.33,Low Risk,12.33,Improving
S3232,9,5.8,94,Yes,Yes,62,41,77,56,100.0,94,60.0,82.8,Low Risk,26.8,Improving
S3233,10,5.6,95,No,No,46,37,60,88,100.0,95,47.67,78.07,Low Risk,-9.93,Declining
S3234,9,4.8,98,No,Yes,66,96,99,52,100.0,98,87.0,94.4,Low Risk,42.4,Improving
S3235,9,1.6,73,Yes,Yes,92,81,40,74,40.0,73,71.0,59.0,Medium Risk,-15.0,Declining
S3236,10,4.5,63,No,Yes,62,43,54,62,100.0,63,53.0,73.8,Low Risk,11.8,Improving
S3237,12,2.8,99,Yes,No,100,58,75,51,70.0,99,77.67,78.87,Low Risk,27.87,Improving
S3238,12,5.7,66,Yes,No,52,75,38,59,100.0,66,55.0,75.2,Low Risk,16.2,Improving
S3239,9,3.6,71,Yes,Yes,80,41,99,49,90.0,71,73.33,79.53,Low Risk,30.53,Improving
S3240,10,2.4,95,No,No,60,96,69,70,60.0,95,75.0,73.0,Low Risk,3.0,Stable
S3241,11,3.2,97,Yes,Yes,73,41,68,86,80.0,97,60.67,75.67,Low Risk,-10.33,Declining
S3242,9,4.4,95,No,Yes,93,95,70,44,100.0,95,86.0,93.4,Low Risk,49.4,Improving
S3243,12,4.5,86,No,No,59,55,50,71,100.0,86,54.67,79.07,Low Risk,8.07,Improving
S3244,10,1.1,53,Yes,Yes,97,76,55,41,27.500000000000004,53,76.0,52.0,Medium Risk,11.0,Improving
S3245,12,1.9,91,No,No,60,94,91,48,47.5,91,81.67,69.87,Low Risk,21.87,Improving
S3246,12,3.9,84,No,No,57,52,64,63,97.5,84,57.67,78.87,Low Risk,15.87,Improving
S3247,9,5.4,69,Yes,No,63,66,57,57,100.0,69,62.0,78.6,Low Risk,21.6,Improving
S3248,10,1.9,54,No,Yes,62,63,42,82,47.5,54,55.67,52.07,Medium Risk,-29.93,Declining
S3249,11,0.7,55,No,Yes,38,96,66,89,17.5,55,66.67,44.67,High Risk,-44.33,Declining
S3250,10,0.8,51,Yes,Yes,54,36,56,57,20.0,51,48.67,37.67,High Risk,-19.33,Declining
S3251,10,1.8,96,Yes,No,75,41,81,59,45.0,96,65.67,63.47,Medium Risk,4.47,Stable
S3252,10,1.6,59,Yes,No,63,42,66,52,40.0,59,57.0,50.6,Medium Risk,-1.4,Stable
S3253,12,5.1,96,Yes,No,53,88,77,92,100.0,96,72.67,88.27,Low Risk,-3.73,Stable
S3254,11,4.4,84,No,Yes,83,49,65,84,100.0,84,65.67,83.07,Low Risk,-0.93,Stable
S3255,11,2.3,64,Yes,No,40,66,48,88,57.49999999999999,64,51.33,56.33,Medium Risk,-31.67,Declining
S3256,12,2.7,89,Yes,No,61,95,95,80,67.5,89,83.67,78.27,Low Risk,-1.73,Stable
S3257,12,3.9,90,No,Yes,57,56,49,84,97.5,90,54.0,78.6,Low Risk,-5.4,Declining
S3258,12,3.2,58,No,Yes,77,93,53,71,80.0,58,74.33,73.33,Low Risk,2.33,Stable
S3259,11,3.9,100,Yes,No,64,76,46,56,97.5,100,62.0,83.8,Low Risk,27.8,Improving
S3260,11,4.9,92,Yes,Yes,82,98,40,76,100.0,92,73.33,87.73,Low Risk,11.73,Improving
S3261,10,5.1,50,No,No,51,57,95,50,100.0,50,67.67,77.07,Low Risk,27.07,Improving
